Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Comunitat Valenciana;Menos de 25 años;Mujeres;2017;-8.745,32
Comunitat Valenciana;Menos de 25 años;Mujeres;2016;-8.562,29
Comunitat Valenciana;Menos de 25 años;Mujeres;2015;-8.376,9
Comunitat Valenciana;Menos de 25 años;Mujeres;2014;-7.816,32
Comunitat Valenciana;Menos de 25 años;Mujeres;2013;-8.901,27
Comunitat Valenciana;Menos de 25 años;Mujeres;2012;-8.699,56
Comunitat Valenciana;Menos de 25 años;Mujeres;2011;-10.312,79
Comunitat Valenciana;Menos de 25 años;Mujeres;2010;-9.761,41
Comunitat Valenciana;Menos de 25 años;Mujeres;2009;-10.829,37
Comunitat Valenciana;Menos de 25 años;Mujeres;2008;-10.619,91
Comunitat Valenciana;Menos de 25 años;Hombres;2021;-14.134,5
Comunitat Valenciana;Menos de 25 años;Hombres;2020;-12.555,21
Comunitat Valenciana;Menos de 25 años;Hombres;2019;-12.375,21
Comunitat Valenciana;Menos de 25 años;Hombres;2018;-13.138,89
Comunitat Valenciana;Menos de 25 años;Hombres;2017;-10.630,57
Comunitat Valenciana;Menos de 25 años;Hombres;2016;-11.031,64
Comunitat Valenciana;Menos de 25 años;Hombres;2015;-10.109,59
Comunitat Valenciana;Menos de 25 años;Hombres;2014;-11.186,34
Comunitat Valenciana;Menos de 25 años;Hombres;2013;-10.401,7
Comunitat Valenciana;Menos de 25 años;Hombres;2012;-11.485,54
Comunitat Valenciana;Menos de 25 años;Hombres;2011;-11.649,63
Comunitat Valenciana;Menos de 25 años;Hombres;2010;-13.602,09
Comunitat Valenciana;Menos de 25 años;Hombres;2009;-13.051,22
Comunitat Valenciana;Menos de 25 años;Hombres;2008;14.132,9
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2021;18.833,21
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2020;18.430,18
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2019;17.726,16
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2018;17.057,95
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2017;16.701,88
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2016;16.710,63
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2015;16.366,38
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2014;16.851,29
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2013;16.360,17
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2012;17.508,6
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2011;17.745,84
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2010;18.090,75
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2009;17.833,99
Comunitat Valenciana;De 25 a 34 años;Ambos sexos;2008;17.525,92
Comunitat Valenciana;De 25 a 34 años;Mujeres;2021;17.135,5
Comunitat Valenciana;De 25 a 34 años;Mujeres;2020;17.059,3
Comunitat Valenciana;De 25 a 34 años;Mujeres;2019;16.184,9
Comunitat Valenciana;De 25 a 34 años;Mujeres;2018;15.539,07
Comunitat Valenciana;De 25 a 34 años;Mujeres;2017;15.319,64
Comunitat Valenciana;De 25 a 34 años;Mujeres;2016;15.830,77
Comunitat Valenciana;De 25 a 34 años;Mujeres;2015;14.669,9
Comunitat Valenciana;De 25 a 34 años;Mujeres;2014;15.588,25
Comunitat Valenciana;De 25 a 34 años;Mujeres;2013;14.288,04
Comunitat Valenciana;De 25 a 34 años;Mujeres;2012;15.840,87
Comunitat Valenciana;De 25 a 34 años;Mujeres;2011;15.889,94
Comunitat Valenciana;De 25 a 34 años;Mujeres;2010;16.423,54
Comunitat Valenciana;De 25 a 34 años;Mujeres;2009;16.165,43
Comunitat Valenciana;De 25 a 34 años;Mujeres;2008;16.062,04
Comunitat Valenciana;De 25 a 34 años;Hombres;2021;20.270,1
Comunitat Valenciana;De 25 a 34 años;Hombres;2020;19.665,03
Comunitat Valenciana;De 25 a 34 años;Hombres;2019;19.114,5
Comunitat Valenciana;De 25 a 34 años;Hombres;2018;18.378,79
Comunitat Valenciana;De 25 a 34 años;Hombres;2017;18.004,1
Comunitat Valenciana;De 25 a 34 años;Hombres;2016;17.559,16
Comunitat Valenciana;De 25 a 34 años;Hombres;2015;18.255,46
Comunitat Valenciana;De 25 a 34 años;Hombres;2014;18.026,18
Comunitat Valenciana;De 25 a 34 años;Hombres;2013;18.652,06
Comunitat Valenciana;De 25 a 34 años;Hombres;2012;19.467,52
Comunitat Valenciana;De 25 a 34 años;Hombres;2011;19.825,67
Comunitat Valenciana;De 25 a 34 años;Hombres;2010;19.779,48
Comunitat Valenciana;De 25 a 34 años;Hombres;2009;19.397,2
Comunitat Valenciana;De 25 a 34 años;Hombres;2008;18.926,49
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2021;23.220,98
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2020;22.600,54
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2019;22.063,87
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2018;22.587,57
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2017;21.203,17
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2016;20.801,37
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2015;21.105,2
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2014;20.390,62
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2013;20.895,3
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2012;21.761,94
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2011;22.077,14
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2010;20.873,8
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2009;21.309,67
Comunitat Valenciana;De 35 a 44 años;Ambos sexos;2008;20.810,68
Comunitat Valenciana;De 35 a 44 años;Mujeres;2021;20.766,88
Comunitat Valenciana;De 35 a 44 años;Mujeres;2020;20.152,27
Comunitat Valenciana;De 35 a 44 años;Mujeres;2019;19.321,11
Comunitat Valenciana;De 35 a 44 años;Mujeres;2018;19.750,9
Comunitat Valenciana;De 35 a 44 años;Mujeres;2017;18.608,14
Comunitat Valenciana;De 35 a 44 años;Mujeres;2016;17.760,25
Comunitat Valenciana;De 35 a 44 años;Mujeres;2015;18.270,94
Comunitat Valenciana;De 35 a 44 años;Mujeres;2014;17.562,22
Comunitat Valenciana;De 35 a 44 años;Mujeres;2013;18.361,08
Comunitat Valenciana;De 35 a 44 años;Mujeres;2012;18.719,97
Comunitat Valenciana;De 35 a 44 años;Mujeres;2011;18.959,95
Comunitat Valenciana;De 35 a 44 años;Mujeres;2010;18.160,3
Comunitat Valenciana;De 35 a 44 años;Mujeres;2009;18.045,2
Comunitat Valenciana;De 35 a 44 años;Mujeres;2008;17.355,24
Comunitat Valenciana;De 35 a 44 años;Hombres;2021;25.282,85
Comunitat Valenciana;De 35 a 44 años;Hombres;2020;24.794,27
Comunitat Valenciana;De 35 a 44 años;Hombres;2019;24.631,99
Comunitat Valenciana;De 35 a 44 años;Hombres;2018;25.098,87
Comunitat Valenciana;De 35 a 44 años;Hombres;2017;23.510,98
Comunitat Valenciana;De 35 a 44 años;Hombres;2016;23.674,45
Comunitat Valenciana;De 35 a 44 años;Hombres;2015;23.730,03
Comunitat Valenciana;De 35 a 44 años;Hombres;2014;23.071,93
Comunitat Valenciana;De 35 a 44 años;Hombres;2013;23.232,86
Comunitat Valenciana;De 35 a 44 años;Hombres;2012;24.377,01
Comunitat Valenciana;De 35 a 44 años;Hombres;2011;24.596,88
Comunitat Valenciana;De 35 a 44 años;Hombres;2010;23.315,97
Comunitat Valenciana;De 35 a 44 años;Hombres;2009;24.089,9
Comunitat Valenciana;De 35 a 44 años;Hombres;2008;23.633,03
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2021;25.294,75
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2020;24.842,28
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2019;23.998,83
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2018;23.749,94
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2017;23.114,6
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2016;23.213,35
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2015;22.776,91
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2014;22.518,54
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2013;23.389,01
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2012;23.560,18
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2011;23.839,47
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2010;23.681,29
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2009;22.626,2
Comunitat Valenciana;De 45 a 54 años;Ambos sexos;2008;22.224,94
Comunitat Valenciana;De 45 a 54 años;Mujeres;2021;21.839,71
Comunitat Valenciana;De 45 a 54 años;Mujeres;2020;21.377,68
Comunitat Valenciana;De 45 a 54 años;Mujeres;2019;20.319,4
Comunitat Valenciana;De 45 a 54 años;Mujeres;2018;20.192,58
Comunitat Valenciana;De 45 a 54 años;Mujeres;2017;19.461,23
Comunitat Valenciana;De 45 a 54 años;Mujeres;2016;19.946,93
Comunitat Valenciana;De 45 a 54 años;Mujeres;2015;18.920,03
Comunitat Valenciana;De 45 a 54 años;Mujeres;2014;18.471,05
Comunitat Valenciana;De 45 a 54 años;Mujeres;2013;19.732,62
Comunitat Valenciana;De 45 a 54 años;Mujeres;2012;19.083,62
Comunitat Valenciana;De 45 a 54 años;Mujeres;2011;19.652,33
Comunitat Valenciana;De 45 a 54 años;Mujeres;2010;19.715,52
Comunitat Valenciana;De 45 a 54 años;Mujeres;2009;18.486,03
Comunitat Valenciana;De 45 a 54 años;Mujeres;2008;18.641,85
Comunitat Valenciana;De 45 a 54 años;Hombres;2021;28.500,12
Comunitat Valenciana;De 45 a 54 años;Hombres;2020;27.796,03
Comunitat Valenciana;De 45 a 54 años;Hombres;2019;27.234,43
Comunitat Valenciana;De 45 a 54 años;Hombres;2018;26.562,41
Comunitat Valenciana;De 45 a 54 años;Hombres;2017;26.398,55
Comunitat Valenciana;De 45 a 54 años;Hombres;2016;25.901,43
Comunitat Valenciana;De 45 a 54 años;Hombres;2015;26.393,69
Comunitat Valenciana;De 45 a 54 años;Hombres;2014;26.130,7
Comunitat Valenciana;De 45 a 54 años;Hombres;2013;26.882,41
Comunitat Valenciana;De 45 a 54 años;Hombres;2012;27.557,49
Comunitat Valenciana;De 45 a 54 años;Hombres;2011;27.380,39
Comunitat Valenciana;De 45 a 54 años;Hombres;2010;27.108,82
Comunitat Valenciana;De 45 a 54 años;Hombres;2009;25.897,88
Comunitat Valenciana;De 45 a 54 años;Hombres;2008;24.695,56
Comunitat Valenciana;55 y más años;Ambos sexos;2021;26.958,73
Comunitat Valenciana;55 y más años;Ambos sexos;2020;26.354,85
Comunitat Valenciana;55 y más años;Ambos sexos;2019;25.819,04
Comunitat Valenciana;55 y más años;Ambos sexos;2018;26.453,46
Comunitat Valenciana;55 y más años;Ambos sexos;2017;25.177,22
Comunitat Valenciana;55 y más años;Ambos sexos;2016;24.654,93
Comunitat Valenciana;55 y más años;Ambos sexos;2015;24.328,09
Comunitat Valenciana;55 y más años;Ambos sexos;2014;25.238,16
Comunitat Valenciana;55 y más años;Ambos sexos;2013;24.212,45
Comunitat Valenciana;55 y más años;Ambos sexos;2012;23.985,82
Comunitat Valenciana;55 y más años;Ambos sexos;2011;25.284,77
Comunitat Valenciana;55 y más años;Ambos sexos;2010;24.091,35
Comunitat Valenciana;55 y más años;Ambos sexos;2009;23.367,1
Comunitat Valenciana;55 y más años;Ambos sexos;2008;22.591,56
Comunitat Valenciana;55 y más años;Mujeres;2021;23.884,55
Comunitat Valenciana;55 y más años;Mujeres;2020;23.004,16
Comunitat Valenciana;55 y más años;Mujeres;2019;22.801,13
Comunitat Valenciana;55 y más años;Mujeres;2018;22.776,1
Comunitat Valenciana;55 y más años;Mujeres;2017;21.558,36
Comunitat Valenciana;55 y más años;Mujeres;2016;21.129,26
Comunitat Valenciana;55 y más años;Mujeres;2015;20.338,13
Comunitat Valenciana;55 y más años;Mujeres;2014;20.613,3
Comunitat Valenciana;55 y más años;Mujeres;2013;20.585,16
Comunitat Valenciana;55 y más años;Mujeres;2012;19.902,79
Comunitat Valenciana;55 y más años;Mujeres;2011;20.831,89
Comunitat Valenciana;55 y más años;Mujeres;2010;19.658,71
Comunitat Valenciana;55 y más años;Mujeres;2009;19.791,11
Comunitat Valenciana;55 y más años;Mujeres;2008;-19.447,53
Comunitat Valenciana;55 y más años;Hombres;2021;29.704,63
Comunitat Valenciana;55 y más años;Hombres;2020;29.428,51
Comunitat Valenciana;55 y más años;Hombres;2019;28.563,21
Comunitat Valenciana;55 y más años;Hombres;2018;29.564,33
Comunitat Valenciana;55 y más años;Hombres;2017;28.159,48
Comunitat Valenciana;55 y más años;Hombres;2016;27.576,94
Comunitat Valenciana;55 y más años;Hombres;2015;27.831,66
Comunitat Valenciana;55 y más años;Hombres;2014;28.825,93
Comunitat Valenciana;55 y más años;Hombres;2013;27.052,26
Comunitat Valenciana;55 y más años;Hombres;2012;26.861,38
Comunitat Valenciana;55 y más años;Hombres;2011;28.311,75
Comunitat Valenciana;55 y más años;Hombres;2010;27.339,76
Comunitat Valenciana;55 y más años;Hombres;2009;25.244,47
Comunitat Valenciana;55 y más años;Hombres;2008;24.115,49
Extremadura;Todas las edades;Ambos sexos;2021;21.393,01
Extremadura;Todas las edades;Ambos sexos;2020;20.479,3
Extremadura;Todas las edades;Ambos sexos;2019;19.940,68
Extremadura;Todas las edades;Ambos sexos;2018;19.947,8
Extremadura;Todas las edades;Ambos sexos;2017;19.672,4
Extremadura;Todas las edades;Ambos sexos;2016;19.475,2
Extremadura;Todas las edades;Ambos sexos;2015;19.564,49
Extremadura;Todas las edades;Ambos sexos;2014;19.180,57
Extremadura;Todas las edades;Ambos sexos;2013;19.129,72
Extremadura;Todas las edades;Ambos sexos;2012;19.721,35
Extremadura;Todas las edades;Ambos sexos;2011;19.879,46
Extremadura;Todas las edades;Ambos sexos;2010;19.480,55
Extremadura;Todas las edades;Ambos sexos;2009;19.099,56
Extremadura;Todas las edades;Ambos sexos;2008;18.264,9
Extremadura;Todas las edades;Mujeres;2021;19.833,03
Extremadura;Todas las edades;Mujeres;2020;18.791,05
Extremadura;Todas las edades;Mujeres;2019;18.012,58
Extremadura;Todas las edades;Mujeres;2018;17.972,63
Extremadura;Todas las edades;Mujeres;2017;17.722,29
Extremadura;Todas las edades;Mujeres;2016;17.360,28
Extremadura;Todas las edades;Mujeres;2015;17.304,65
Extremadura;Todas las edades;Mujeres;2014;17.413,85
Extremadura;Todas las edades;Mujeres;2013;16.304,55
Extremadura;Todas las edades;Mujeres;2012;17.401,9
Extremadura;Todas las edades;Mujeres;2011;18.060,8
Extremadura;Todas las edades;Mujeres;2010;17.876,85
Extremadura;Todas las edades;Mujeres;2009;17.549,86
Extremadura;Todas las edades;Mujeres;2008;16.623,4
Extremadura;Todas las edades;Hombres;2021;22.794,52
Extremadura;Todas las edades;Hombres;2020;22.071,78
Extremadura;Todas las edades;Hombres;2019;21.823,73
Extremadura;Todas las edades;Hombres;2018;21.794,57
Extremadura;Todas las edades;Hombres;2017;21.585,18
Extremadura;Todas las edades;Hombres;2016;21.554,75
Extremadura;Todas las edades;Hombres;2015;21.813,81
Extremadura;Todas las edades;Hombres;2014;20.829,72
Extremadura;Todas las edades;Hombres;2013;21.780,9
Extremadura;Todas las edades;Hombres;2012;21.585,3
Extremadura;Todas las edades;Hombres;2011;21.318,32
Extremadura;Todas las edades;Hombres;2010;20.787,03
Extremadura;Todas las edades;Hombres;2009;20.207,93
Extremadura;Todas las edades;Hombres;2008;19.390,41
Extremadura;Menos de 25 años;Ambos sexos;2021;-12.442,25
Extremadura;Menos de 25 años;Ambos sexos;2020;-13.047,87
Extremadura;Menos de 25 años;Ambos sexos;2019;-11.251,69
Extremadura;Menos de 25 años;Ambos sexos;2018;-11.987,36
Extremadura;Menos de 25 años;Ambos sexos;2017;-10.002,4
Extremadura;Menos de 25 años;Ambos sexos;2016;-8.108,69
Extremadura;Menos de 25 años;Ambos sexos;2015;-9.082,63
Extremadura;Menos de 25 años;Ambos sexos;2014;-9.226,83
Extremadura;Menos de 25 años;Ambos sexos;2013;-9.964,5
Extremadura;Menos de 25 años;Ambos sexos;2012;-10.163,32
Extremadura;Menos de 25 años;Ambos sexos;2011;-10.995,65
Extremadura;Menos de 25 años;Ambos sexos;2010;-11.135,91
Extremadura;Menos de 25 años;Ambos sexos;2009;-11.757,3
Extremadura;Menos de 25 años;Ambos sexos;2008;-12.082,42
Extremadura;Menos de 25 años;Mujeres;2021;..
Extremadura;Menos de 25 años;Mujeres;2020;..
Extremadura;Menos de 25 años;Mujeres;2019;..
Extremadura;Menos de 25 años;Mujeres;2018;..
Extremadura;Menos de 25 años;Mujeres;2017;..
Extremadura;Menos de 25 años;Mujeres;2016;..
Extremadura;Menos de 25 años;Mujeres;2015;..
Extremadura;Menos de 25 años;Mujeres;2014;..
Extremadura;Menos de 25 años;Mujeres;2013;..
Extremadura;Menos de 25 años;Mujeres;2012;..
Extremadura;Menos de 25 años;Mujeres;2011;-9.065,85
Extremadura;Menos de 25 años;Mujeres;2010;-9.542,25
Extremadura;Menos de 25 años;Mujeres;2009;-10.426,74
Extremadura;Menos de 25 años;Mujeres;2008;-10.684,95
Extremadura;Menos de 25 años;Hombres;2021;-13.071,26
Extremadura;Menos de 25 años;Hombres;2020;..
Extremadura;Menos de 25 años;Hombres;2019;-12.635,95
Extremadura;Menos de 25 años;Hombres;2018;..
Extremadura;Menos de 25 años;Hombres;2017;..
Extremadura;Menos de 25 años;Hombres;2016;..
Extremadura;Menos de 25 años;Hombres;2015;..
Extremadura;Menos de 25 años;Hombres;2014;-9.687,32
Extremadura;Menos de 25 años;Hombres;2013;..
Extremadura;Menos de 25 años;Hombres;2012;-10.223,4
Extremadura;Menos de 25 años;Hombres;2011;-12.395,58
Extremadura;Menos de 25 años;Hombres;2010;-12.139,56
Extremadura;Menos de 25 años;Hombres;2009;-12.771,69
Extremadura;Menos de 25 años;Hombres;2008;-12.965,7
Extremadura;De 25 a 34 años;Ambos sexos;2021;17.022,99
Extremadura;De 25 a 34 años;Ambos sexos;2020;16.082,34
Extremadura;De 25 a 34 años;Ambos sexos;2019;15.567,21
Extremadura;De 25 a 34 años;Ambos sexos;2018;15.539,44
Extremadura;De 25 a 34 años;Ambos sexos;2017;14.928,81
Extremadura;De 25 a 34 años;Ambos sexos;2016;14.110,12
Extremadura;De 25 a 34 años;Ambos sexos;2015;14.680,06
Extremadura;De 25 a 34 años;Ambos sexos;2014;16.467,88
Extremadura;De 25 a 34 años;Ambos sexos;2013;14.445,25
Extremadura;De 25 a 34 años;Ambos sexos;2012;16.111,69
Extremadura;De 25 a 34 años;Ambos sexos;2011;16.241,33
Extremadura;De 25 a 34 años;Ambos sexos;2010;16.991,16
Extremadura;De 25 a 34 años;Ambos sexos;2009;16.113,55
Extremadura;De 25 a 34 años;Ambos sexos;2008;15.864,76
Extremadura;De 25 a 34 años;Mujeres;2021;15.349,45
Extremadura;De 25 a 34 años;Mujeres;2020;-15.008,56
Extremadura;De 25 a 34 años;Mujeres;2019;14.235,58
Extremadura;De 25 a 34 años;Mujeres;2018;-14.242,88
Extremadura;De 25 a 34 años;Mujeres;2017;13.291,32
Extremadura;De 25 a 34 años;Mujeres;2016;12.555,78
Extremadura;De 25 a 34 años;Mujeres;2015;13.647,78
Extremadura;De 25 a 34 años;Mujeres;2014;15.564
Extremadura;De 25 a 34 años;Mujeres;2013;12.785,73
Extremadura;De 25 a 34 años;Mujeres;2012;14.432,96
Extremadura;De 25 a 34 años;Mujeres;2011;14.986,2
Extremadura;De 25 a 34 años;Mujeres;2010;16.178,92
Extremadura;De 25 a 34 años;Mujeres;2009;15.311,71
Extremadura;De 25 a 34 años;Mujeres;2008;14.327,77
Extremadura;De 25 a 34 años;Hombres;2021;18.581,14
Extremadura;De 25 a 34 años;Hombres;2020;17.246,3
Extremadura;De 25 a 34 años;Hombres;2019;17.114,02
Extremadura;De 25 a 34 años;Hombres;2018;16.857,13
Extremadura;De 25 a 34 años;Hombres;2017;16.807,09
Extremadura;De 25 a 34 años;Hombres;2016;15.855,77
Extremadura;De 25 a 34 años;Hombres;2015;15.864,64
Extremadura;De 25 a 34 años;Hombres;2014;17.523,87
Extremadura;De 25 a 34 años;Hombres;2013;16.153,72
Extremadura;De 25 a 34 años;Hombres;2012;17.707,23
Extremadura;De 25 a 34 años;Hombres;2011;17.370,7
Extremadura;De 25 a 34 años;Hombres;2010;17.795,05
Extremadura;De 25 a 34 años;Hombres;2009;16.723,31
Extremadura;De 25 a 34 años;Hombres;2008;17.111,56
Extremadura;De 35 a 44 años;Ambos sexos;2021;20.027,23
Extremadura;De 35 a 44 años;Ambos sexos;2020;19.509,7
Extremadura;De 35 a 44 años;Ambos sexos;2019;19.664,47
Extremadura;De 35 a 44 años;Ambos sexos;2018;19.453,78
Extremadura;De 35 a 44 años;Ambos sexos;2017;18.908,7
Extremadura;De 35 a 44 años;Ambos sexos;2016;19.399,28
Extremadura;De 35 a 44 años;Ambos sexos;2015;19.103,02
Extremadura;De 35 a 44 años;Ambos sexos;2014;18.817,99
Extremadura;De 35 a 44 años;Ambos sexos;2013;18.681,81
Extremadura;De 35 a 44 años;Ambos sexos;2012;19.774,99
Extremadura;De 35 a 44 años;Ambos sexos;2011;20.566,57
Extremadura;De 35 a 44 años;Ambos sexos;2010;19.726,41
Extremadura;De 35 a 44 años;Ambos sexos;2009;19.301,26
Extremadura;De 35 a 44 años;Ambos sexos;2008;18.358,19
Extremadura;De 35 a 44 años;Mujeres;2021;18.521,33
Extremadura;De 35 a 44 años;Mujeres;2020;17.563,16
Extremadura;De 35 a 44 años;Mujeres;2019;17.596,9
Extremadura;De 35 a 44 años;Mujeres;2018;17.537,12
Extremadura;De 35 a 44 años;Mujeres;2017;16.845,13
Extremadura;De 35 a 44 años;Mujeres;2016;17.634,36
Extremadura;De 35 a 44 años;Mujeres;2015;16.360,25
Extremadura;De 35 a 44 años;Mujeres;2014;17.043,59
Extremadura;De 35 a 44 años;Mujeres;2013;16.067,64
Extremadura;De 35 a 44 años;Mujeres;2012;17.540,24
Extremadura;De 35 a 44 años;Mujeres;2011;19.246,81
Extremadura;De 35 a 44 años;Mujeres;2010;18.064,49
Extremadura;De 35 a 44 años;Mujeres;2009;17.708,73
Extremadura;De 35 a 44 años;Mujeres;2008;16.568,42
Extremadura;De 35 a 44 años;Hombres;2021;21.496,26
Extremadura;De 35 a 44 años;Hombres;2020;21.396,54
Extremadura;De 35 a 44 años;Hombres;2019;21.788,6
Extremadura;De 35 a 44 años;Hombres;2018;21.291,16
Extremadura;De 35 a 44 años;Hombres;2017;20.839,76
Extremadura;De 35 a 44 años;Hombres;2016;20.967,24
Extremadura;De 35 a 44 años;Hombres;2015;21.691,22
Extremadura;De 35 a 44 años;Hombres;2014;20.432,58
Extremadura;De 35 a 44 años;Hombres;2013;21.184,52
Extremadura;De 35 a 44 años;Hombres;2012;21.531,63
Extremadura;De 35 a 44 años;Hombres;2011;21.578,06
Extremadura;De 35 a 44 años;Hombres;2010;21.066,14
Extremadura;De 35 a 44 años;Hombres;2009;20.572,87
