Comunidades y ciudades autónomas;Sexo;Número de penas;Periodo;Total
12 Galicia;Total;Total;2020;11.037
12 Galicia;Total;Total;2019;13.748
12 Galicia;Total;Total;2018;12.295
12 Galicia;Total;Total;2017;14.121
12 Galicia;Total;Total;2016;13.581
12 Galicia;Total;Total;2015;12.150
12 Galicia;Total;Total;2014;11.946
12 Galicia;Total;Total;2013;11.883
12 Galicia;Total;Condenados con una pena;2022;4.661
12 Galicia;Total;Condenados con una pena;2021;4.297
12 Galicia;Total;Condenados con una pena;2020;3.751
12 Galicia;Total;Condenados con una pena;2019;4.569
12 Galicia;Total;Condenados con una pena;2018;3.823
12 Galicia;Total;Condenados con una pena;2017;4.519
12 Galicia;Total;Condenados con una pena;2016;3.934
12 Galicia;Total;Condenados con una pena;2015;2.484
12 Galicia;Total;Condenados con una pena;2014;2.169
12 Galicia;Total;Condenados con una pena;2013;2.159
12 Galicia;Total;Condenados con dos penas;2022;5.370
12 Galicia;Total;Condenados con dos penas;2021;4.572
12 Galicia;Total;Condenados con dos penas;2020;3.823
12 Galicia;Total;Condenados con dos penas;2019;4.742
12 Galicia;Total;Condenados con dos penas;2018;4.552
12 Galicia;Total;Condenados con dos penas;2017;5.153
12 Galicia;Total;Condenados con dos penas;2016;5.279
12 Galicia;Total;Condenados con dos penas;2015;5.388
12 Galicia;Total;Condenados con dos penas;2014;5.620
12 Galicia;Total;Condenados con dos penas;2013;5.646
12 Galicia;Total;Condenados con tres penas;2022;1.440
12 Galicia;Total;Condenados con tres penas;2021;1.420
12 Galicia;Total;Condenados con tres penas;2020;1.073
12 Galicia;Total;Condenados con tres penas;2019;1.376
12 Galicia;Total;Condenados con tres penas;2018;1.288
12 Galicia;Total;Condenados con tres penas;2017;1.503
12 Galicia;Total;Condenados con tres penas;2016;1.518
12 Galicia;Total;Condenados con tres penas;2015;1.583
12 Galicia;Total;Condenados con tres penas;2014;1.541
12 Galicia;Total;Condenados con tres penas;2013;1.513
12 Galicia;Total;Condenados con cuatro penas;2022;1.290
12 Galicia;Total;Condenados con cuatro penas;2021;1.158
12 Galicia;Total;Condenados con cuatro penas;2020;960
12 Galicia;Total;Condenados con cuatro penas;2019;1.202
12 Galicia;Total;Condenados con cuatro penas;2018;1.047
12 Galicia;Total;Condenados con cuatro penas;2017;1.167
12 Galicia;Total;Condenados con cuatro penas;2016;1.203
12 Galicia;Total;Condenados con cuatro penas;2015;1.165
12 Galicia;Total;Condenados con cuatro penas;2014;1.053
12 Galicia;Total;Condenados con cuatro penas;2013;1.152
12 Galicia;Total;Condenados con cinco penas;2022;505
12 Galicia;Total;Condenados con cinco penas;2021;544
12 Galicia;Total;Condenados con cinco penas;2020;403
12 Galicia;Total;Condenados con cinco penas;2019;511
12 Galicia;Total;Condenados con cinco penas;2018;456
12 Galicia;Total;Condenados con cinco penas;2017;504
12 Galicia;Total;Condenados con cinco penas;2016;488
12 Galicia;Total;Condenados con cinco penas;2015;457
12 Galicia;Total;Condenados con cinco penas;2014;484
12 Galicia;Total;Condenados con cinco penas;2013;421
12 Galicia;Total;Condenados con seis o más penas;2022;1.473
12 Galicia;Total;Condenados con seis o más penas;2021;1.558
12 Galicia;Total;Condenados con seis o más penas;2020;1.027
12 Galicia;Total;Condenados con seis o más penas;2019;1.348
12 Galicia;Total;Condenados con seis o más penas;2018;1.129
12 Galicia;Total;Condenados con seis o más penas;2017;1.275
12 Galicia;Total;Condenados con seis o más penas;2016;1.159
12 Galicia;Total;Condenados con seis o más penas;2015;1.073
12 Galicia;Total;Condenados con seis o más penas;2014;1.079
12 Galicia;Total;Condenados con seis o más penas;2013;992
12 Galicia;Hombres;Total;2022;12.050
12 Galicia;Hombres;Total;2021;11.009
12 Galicia;Hombres;Total;2020;9.013
12 Galicia;Hombres;Total;2019;11.100
12 Galicia;Hombres;Total;2018;10.127
12 Galicia;Hombres;Total;2017;11.610
12 Galicia;Hombres;Total;2016;11.337
12 Galicia;Hombres;Total;2015;10.622
12 Galicia;Hombres;Total;2014;10.595
12 Galicia;Hombres;Total;2013;10.695
12 Galicia;Hombres;Condenados con una pena;2022;3.447
12 Galicia;Hombres;Condenados con una pena;2021;3.172
12 Galicia;Hombres;Condenados con una pena;2020;2.772
12 Galicia;Hombres;Condenados con una pena;2019;3.327
12 Galicia;Hombres;Condenados con una pena;2018;2.798
12 Galicia;Hombres;Condenados con una pena;2017;3.308
12 Galicia;Hombres;Condenados con una pena;2016;2.934
12 Galicia;Hombres;Condenados con una pena;2015;2.071
12 Galicia;Hombres;Condenados con una pena;2014;1.894
12 Galicia;Hombres;Condenados con una pena;2013;1.938
12 Galicia;Hombres;Condenados con dos penas;2022;4.519
12 Galicia;Hombres;Condenados con dos penas;2021;3.844
12 Galicia;Hombres;Condenados con dos penas;2020;3.250
12 Galicia;Hombres;Condenados con dos penas;2019;3.958
12 Galicia;Hombres;Condenados con dos penas;2018;3.893
12 Galicia;Hombres;Condenados con dos penas;2017;4.433
12 Galicia;Hombres;Condenados con dos penas;2016;4.562
12 Galicia;Hombres;Condenados con dos penas;2015;4.709
12 Galicia;Hombres;Condenados con dos penas;2014;4.960
12 Galicia;Hombres;Condenados con dos penas;2013;5.063
12 Galicia;Hombres;Condenados con tres penas;2022;1.204
12 Galicia;Hombres;Condenados con tres penas;2021;1.163
12 Galicia;Hombres;Condenados con tres penas;2020;890
12 Galicia;Hombres;Condenados con tres penas;2019;1.130
12 Galicia;Hombres;Condenados con tres penas;2018;1.086
12 Galicia;Hombres;Condenados con tres penas;2017;1.263
12 Galicia;Hombres;Condenados con tres penas;2016;1.273
12 Galicia;Hombres;Condenados con tres penas;2015;1.379
12 Galicia;Hombres;Condenados con tres penas;2014;1.336
12 Galicia;Hombres;Condenados con tres penas;2013;1.335
12 Galicia;Hombres;Condenados con cuatro penas;2022;1.120
12 Galicia;Hombres;Condenados con cuatro penas;2021;991
12 Galicia;Hombres;Condenados con cuatro penas;2020;827
12 Galicia;Hombres;Condenados con cuatro penas;2019;1.025
12 Galicia;Hombres;Condenados con cuatro penas;2018;925
12 Galicia;Hombres;Condenados con cuatro penas;2017;1.007
12 Galicia;Hombres;Condenados con cuatro penas;2016;1.068
12 Galicia;Hombres;Condenados con cuatro penas;2015;1.051
12 Galicia;Hombres;Condenados con cuatro penas;2014;950
12 Galicia;Hombres;Condenados con cuatro penas;2013;1.046
12 Galicia;Hombres;Condenados con cinco penas;2022;443
12 Galicia;Hombres;Condenados con cinco penas;2021;449
12 Galicia;Hombres;Condenados con cinco penas;2020;346
12 Galicia;Hombres;Condenados con cinco penas;2019;451
12 Galicia;Hombres;Condenados con cinco penas;2018;407
12 Galicia;Hombres;Condenados con cinco penas;2017;440
12 Galicia;Hombres;Condenados con cinco penas;2016;437
12 Galicia;Hombres;Condenados con cinco penas;2015;418
12 Galicia;Hombres;Condenados con cinco penas;2014;446
12 Galicia;Hombres;Condenados con cinco penas;2013;392
12 Galicia;Hombres;Condenados con seis o más penas;2022;1.317
12 Galicia;Hombres;Condenados con seis o más penas;2021;1.390
12 Galicia;Hombres;Condenados con seis o más penas;2020;928
12 Galicia;Hombres;Condenados con seis o más penas;2019;1.209
12 Galicia;Hombres;Condenados con seis o más penas;2018;1.018
12 Galicia;Hombres;Condenados con seis o más penas;2017;1.159
12 Galicia;Hombres;Condenados con seis o más penas;2016;1.063
12 Galicia;Hombres;Condenados con seis o más penas;2015;994
12 Galicia;Hombres;Condenados con seis o más penas;2014;1.009
12 Galicia;Hombres;Condenados con seis o más penas;2013;921
12 Galicia;Mujeres;Total;2022;2.689
12 Galicia;Mujeres;Total;2021;2.540
12 Galicia;Mujeres;Total;2020;2.024
12 Galicia;Mujeres;Total;2019;2.648
12 Galicia;Mujeres;Total;2018;2.168
12 Galicia;Mujeres;Total;2017;2.511
12 Galicia;Mujeres;Total;2016;2.244
12 Galicia;Mujeres;Total;2015;1.528
12 Galicia;Mujeres;Total;2014;1.351
12 Galicia;Mujeres;Total;2013;1.188
12 Galicia;Mujeres;Condenados con una pena;2022;1.214
12 Galicia;Mujeres;Condenados con una pena;2021;1.125
12 Galicia;Mujeres;Condenados con una pena;2020;979
12 Galicia;Mujeres;Condenados con una pena;2019;1.242
12 Galicia;Mujeres;Condenados con una pena;2018;1.025
12 Galicia;Mujeres;Condenados con una pena;2017;1.211
12 Galicia;Mujeres;Condenados con una pena;2016;1.000
12 Galicia;Mujeres;Condenados con una pena;2015;413
12 Galicia;Mujeres;Condenados con una pena;2014;275
12 Galicia;Mujeres;Condenados con una pena;2013;221
12 Galicia;Mujeres;Condenados con dos penas;2022;851
12 Galicia;Mujeres;Condenados con dos penas;2021;728
12 Galicia;Mujeres;Condenados con dos penas;2020;573
12 Galicia;Mujeres;Condenados con dos penas;2019;784
12 Galicia;Mujeres;Condenados con dos penas;2018;659
12 Galicia;Mujeres;Condenados con dos penas;2017;720
12 Galicia;Mujeres;Condenados con dos penas;2016;717
12 Galicia;Mujeres;Condenados con dos penas;2015;679
12 Galicia;Mujeres;Condenados con dos penas;2014;660
12 Galicia;Mujeres;Condenados con dos penas;2013;583
12 Galicia;Mujeres;Condenados con tres penas;2022;236
12 Galicia;Mujeres;Condenados con tres penas;2021;257
12 Galicia;Mujeres;Condenados con tres penas;2020;183
12 Galicia;Mujeres;Condenados con tres penas;2019;246
12 Galicia;Mujeres;Condenados con tres penas;2018;202
12 Galicia;Mujeres;Condenados con tres penas;2017;240
12 Galicia;Mujeres;Condenados con tres penas;2016;245
12 Galicia;Mujeres;Condenados con tres penas;2015;204
12 Galicia;Mujeres;Condenados con tres penas;2014;205
12 Galicia;Mujeres;Condenados con tres penas;2013;178
12 Galicia;Mujeres;Condenados con cuatro penas;2022;170
12 Galicia;Mujeres;Condenados con cuatro penas;2021;167
12 Galicia;Mujeres;Condenados con cuatro penas;2020;133
12 Galicia;Mujeres;Condenados con cuatro penas;2019;177
12 Galicia;Mujeres;Condenados con cuatro penas;2018;122
12 Galicia;Mujeres;Condenados con cuatro penas;2017;160
12 Galicia;Mujeres;Condenados con cuatro penas;2016;135
12 Galicia;Mujeres;Condenados con cuatro penas;2015;114
12 Galicia;Mujeres;Condenados con cuatro penas;2014;103
12 Galicia;Mujeres;Condenados con cuatro penas;2013;106
12 Galicia;Mujeres;Condenados con cinco penas;2022;62
12 Galicia;Mujeres;Condenados con cinco penas;2021;95
12 Galicia;Mujeres;Condenados con cinco penas;2020;57
12 Galicia;Mujeres;Condenados con cinco penas;2019;60
12 Galicia;Mujeres;Condenados con cinco penas;2018;49
12 Galicia;Mujeres;Condenados con cinco penas;2017;64
12 Galicia;Mujeres;Condenados con cinco penas;2016;51
12 Galicia;Mujeres;Condenados con cinco penas;2015;39
12 Galicia;Mujeres;Condenados con cinco penas;2014;38
12 Galicia;Mujeres;Condenados con cinco penas;2013;29
12 Galicia;Mujeres;Condenados con seis o más penas;2022;156
12 Galicia;Mujeres;Condenados con seis o más penas;2021;168
12 Galicia;Mujeres;Condenados con seis o más penas;2020;99
12 Galicia;Mujeres;Condenados con seis o más penas;2019;139
12 Galicia;Mujeres;Condenados con seis o más penas;2018;111
12 Galicia;Mujeres;Condenados con seis o más penas;2017;116
12 Galicia;Mujeres;Condenados con seis o más penas;2016;96
12 Galicia;Mujeres;Condenados con seis o más penas;2015;79
12 Galicia;Mujeres;Condenados con seis o más penas;2014;70
12 Galicia;Mujeres;Condenados con seis o más penas;2013;71
13 Madrid, Comunidad de;Total;Total;2022;37.649
13 Madrid, Comunidad de;Total;Total;2021;35.119
13 Madrid, Comunidad de;Total;Total;2020;28.398
13 Madrid, Comunidad de;Total;Total;2019;38.169
13 Madrid, Comunidad de;Total;Total;2018;39.667
13 Madrid, Comunidad de;Total;Total;2017;39.408
13 Madrid, Comunidad de;Total;Total;2016;35.182
13 Madrid, Comunidad de;Total;Total;2015;26.973
13 Madrid, Comunidad de;Total;Total;2014;26.960
13 Madrid, Comunidad de;Total;Total;2013;27.374
13 Madrid, Comunidad de;Total;Condenados con una pena;2022;14.717
13 Madrid, Comunidad de;Total;Condenados con una pena;2021;13.678
13 Madrid, Comunidad de;Total;Condenados con una pena;2020;11.335
13 Madrid, Comunidad de;Total;Condenados con una pena;2019;15.437
13 Madrid, Comunidad de;Total;Condenados con una pena;2018;16.478
13 Madrid, Comunidad de;Total;Condenados con una pena;2017;16.649
13 Madrid, Comunidad de;Total;Condenados con una pena;2016;13.230
13 Madrid, Comunidad de;Total;Condenados con una pena;2015;5.740
13 Madrid, Comunidad de;Total;Condenados con una pena;2014;4.888
13 Madrid, Comunidad de;Total;Condenados con una pena;2013;4.388
13 Madrid, Comunidad de;Total;Condenados con dos penas;2022;10.861
13 Madrid, Comunidad de;Total;Condenados con dos penas;2021;9.996
13 Madrid, Comunidad de;Total;Condenados con dos penas;2020;8.202
13 Madrid, Comunidad de;Total;Condenados con dos penas;2019;10.579
13 Madrid, Comunidad de;Total;Condenados con dos penas;2018;11.217
13 Madrid, Comunidad de;Total;Condenados con dos penas;2017;11.625
13 Madrid, Comunidad de;Total;Condenados con dos penas;2016;11.679
13 Madrid, Comunidad de;Total;Condenados con dos penas;2015;11.344
13 Madrid, Comunidad de;Total;Condenados con dos penas;2014;11.920
13 Madrid, Comunidad de;Total;Condenados con dos penas;2013;12.342
13 Madrid, Comunidad de;Total;Condenados con tres penas;2022;4.358
13 Madrid, Comunidad de;Total;Condenados con tres penas;2021;4.060
13 Madrid, Comunidad de;Total;Condenados con tres penas;2020;3.287
13 Madrid, Comunidad de;Total;Condenados con tres penas;2019;4.486
13 Madrid, Comunidad de;Total;Condenados con tres penas;2018;4.643
13 Madrid, Comunidad de;Total;Condenados con tres penas;2017;4.286
13 Madrid, Comunidad de;Total;Condenados con tres penas;2016;3.986
13 Madrid, Comunidad de;Total;Condenados con tres penas;2015;3.762
13 Madrid, Comunidad de;Total;Condenados con tres penas;2014;4.112
13 Madrid, Comunidad de;Total;Condenados con tres penas;2013;4.386
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2022;3.261
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2021;2.894
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2020;2.310
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2019;2.950
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2018;2.927
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2017;2.807
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2016;2.680
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2015;2.590
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2014;2.487
13 Madrid, Comunidad de;Total;Condenados con cuatro penas;2013;2.556
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2022;1.421
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2021;1.507
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2020;1.129
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2019;1.531
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2018;1.518
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2017;1.441
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2016;1.316
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2015;1.398
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2014;1.450
13 Madrid, Comunidad de;Total;Condenados con cinco penas;2013;1.673
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2022;3.031
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2021;2.984
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2020;2.135
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2019;3.186
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2018;2.884
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2017;2.600
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2016;2.291
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2015;2.139
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2014;2.103
13 Madrid, Comunidad de;Total;Condenados con seis o más penas;2013;2.029
13 Madrid, Comunidad de;Hombres;Total;2022;28.903
13 Madrid, Comunidad de;Hombres;Total;2021;26.764
13 Madrid, Comunidad de;Hombres;Total;2020;21.500
13 Madrid, Comunidad de;Hombres;Total;2019;28.341
13 Madrid, Comunidad de;Hombres;Total;2018;29.338
13 Madrid, Comunidad de;Hombres;Total;2017;28.715
13 Madrid, Comunidad de;Hombres;Total;2016;26.754
13 Madrid, Comunidad de;Hombres;Total;2015;22.813
13 Madrid, Comunidad de;Hombres;Total;2014;23.439
13 Madrid, Comunidad de;Hombres;Total;2013;23.991
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2022;9.467
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2021;8.782
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2020;7.156
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2019;9.422
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2018;10.017
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2017;9.717
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2016;8.144
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2015;4.336
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2014;4.061
13 Madrid, Comunidad de;Hombres;Condenados con una pena;2013;3.713
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2022;9.032
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2021;8.257
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2020;6.801
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2019;8.686
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2018;9.283
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2017;9.576
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2016;9.800
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2015;9.840
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2014;10.503
13 Madrid, Comunidad de;Hombres;Condenados con dos penas;2013;10.856
